ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF
Q9JHE7	cosine	24.0	6.0	21.0	34785.7741420533	1899.101371210526	51.0	21.0	38295.7298451	30127.1300783	8168.59976672	1.27113766713	1.07182584441	0.32291397248399234	0.01352921307913464	0.3788179662157699
Q9JHF5	cosine	24.0	21.0	0.0	327995.0023421342	21420.391379618322	63.0	15.0	365043.115397	293306.349446	71736.7659512	1.24457965566	1.11134681706	0.2625311679869951	0.03614461188618968	1.012049132813311
Q9JHH9	cosine	24.0	0.0	21.0	212699.65740263366	3963.4668857746747	51.0	45.0	224395.321016	207009.018365	17386.3026508	1.08398814114	1.02338740203	0.2551359238183474	0.04034778682105685	1.129738030989592
Q9JHI5	cosine	24.0	9.0	12.0	790618.3142226083	23823.59132245206	27.0	69.0	832190.231551	746258.386636	85931.8449151	1.11515025687	1.05438694018	0.14586805225543062	0.15899064436178167	4.451738042129887
Q9JHI7	cosine	24.0	0.0	21.0	105568.12197991072	5107.335526010732	12.0	69.0	113942.001971	96328.3765243	17613.6254462	1.18284981105	1.07364906697	0.18118348213186988	0.10741654185240362	3.0076631718673017
Q9JHP7	cosine	24.0	12.0	15.0	93644.5604542443	4010.195489538546	21.0	54.0	103119.540176	83160.9736077	19958.5665687	1.23999919317	1.04184516405	0.2140197009953595	0.07143562183788349	2.0001974114607375
Q9JHQ5	cosine	24.0	12.0	15.0	273479.4309006413	7100.838041555297	42.0	60.0	287496.043595	260820.77654	26675.2670548	1.10227431805	1.03929242726	0.16145345864562208	0.13451203512311516	3.7663369834472245
Q9JHS3	cosine	24.0	18.0	15.0	167149.6949054471	6036.282452873365	63.0	18.0	181978.589421	156800.683473	25177.9059475	1.16057267985	1.04807431399	0.048811510753327604	0.36912777675665853	10.335577749186438
Q9JHS9	cosine	24.0	0.0	18.0	144411.18306750167	4465.877188726891	24.0	69.0	153499.439143	135585.907755	17913.5313884	1.13211941923	1.03695547116	0.3173972005106735	0.014893695995628085	0.41702348787758636
Q9JHU4	cosine	24.0	21.0	0.0	11670997.97318481	456508.96141567314	63.0	9.0	12513658.4924	10854427.7959	1659230.69649	1.15286210639	1.05680311898	0.23295019131240413	0.055380662873957556	1.5506585604708116
Q9JHW2	cosine	24.0	9.0	3.0	632499.5519186636	20192.83611379307	51.0	3.0	671110.957812	594712.621947	76398.335865	1.12846261042	1.04382664821	0.32724836504057303	0.012534194594043507	0.3509574486332182
Q9JI10	cosine	24.0	3.0	9.0	582297.3236068639	14548.021727141437	15.0	57.0	609133.026303	551966.251646	57166.7746567	1.10356932962	1.02998840106	0.20824895957127373	0.07698101426976775	2.155468399553497
Q9JI11	cosine	24.0	12.0	9.0	201330.75202545896	5274.388846530375	15.0	33.0	210633.059636	191695.450083	18937.6095523	1.09879008367	1.03718831887	0.14586805225543062	0.15899064436178167	4.451738042129887
Q9JI13	cosine	24.0	9.0	12.0	71573.93094255256	3572.768362540661	57.0	42.0	79563.4901343	64379.7465596	15183.7435747	1.23584658819	1.06365177517	0.10846598757455098	0.2288741223274814	6.408475425169479
Q9JI39	cosine	24.0	3.0	6.0	72099.87845145818	4617.877379304213	45.0	54.0	81383.4810375	64882.2018691	16501.2791683	1.25432674436	1.10903515575	0.32291397248399234	0.01352921307913464	0.3788179662157699
Q9JI44	cosine	24.0	12.0	6.0	32728.158165099612	1738.2096955770185	12.0	30.0	36317.0702725	28946.0877934	7370.98247911	1.25464520566	1.06779350791	0.31357257405156524	0.01590768779332286	0.44541525821304007
Q9JI48	cosine	24.0	12.0	0.0	25280.47294570363	1141.1382130178458	12.0	27.0	28535.0134959	23075.5206683	5459.49282761	1.2365924005	1.05259452069	0.24358389806633082	0.04769966180633572	1.3355905305774
Q9JI58	cosine	24.0	6.0	9.0	24203.074232811385	2774.843580235062	3.0	57.0	29779.098741	19656.4235718	10122.6751692	1.51498051679	1.20722350476	0.13040470158621958	0.18599485111582204	5.207855831243017
Q9JI59	cosine	24.0	12.0	9.0	37785.85949357953	6191.919922298117	48.0	15.0	49973.2582402	30383.4145349	19589.8437053	1.64475451509	1.36191153177	0.12342681344690283	0.19906049418466365	5.573693837170582
Q9JI78	cosine	24.0	6.0	0.0	194078.8041578111	5144.405320637399	36.0	0.0	204159.055104	177844.454241	26314.6008624	1.14796413515	1.03680013949	0.2974985136732482	0.020841095044795872	0.5835506612542845
Q9JI90	cosine	24.0	15.0	18.0	127885.61529181867	4740.002260670729	9.0	69.0	140223.0896	118604.028873	21619.0607271	1.18227931153	1.05555445319	0.2365480905738184	0.052679346147498834	1.4750216921299675
Q9JIF7	cosine	24.0	6.0	21.0	3167930.130766054	68137.37241632781	0.0	69.0	3288148.49075	3023901.72625	264246.7645	1.08738602918	1.03298357553	0.39714706960674917	0.0032752197042900965	0.0917061517201227
Q9JIG7	cosine	24.0	12.0	3.0	364715.0814451895	14612.285575346286	63.0	0.0	391803.112575	348307.397624	43495.714951	1.12487737914	1.08577172111	0.21815970297510862	0.06764995867882109	1.8941988430069907
Q9JIG8	cosine	24.0	15.0	12.0	35766.586079115485	2355.377408751747	39.0	54.0	38915.9748276	30598.3977101	8317.57711752	1.27183047937	1.10568367603	0.29662379611637546	0.021143176383724687	0.5920089387442913
Q9JIH2	cosine	24.0	9.0	12.0	215108.2776327332	15682.071115018525	9.0	36.0	246022.121595	198719.993895	47302.1276994	1.23803406377	1.14282794658	0.17578970400013433	0.11439938205227845	3.203182697463797
